Textos_espanol,sdg
"El Japan Council for Quality Health Care (JCQHC), que se cre en 1995 como una organizacin independiente, participa adems en una serie de actividades de calidad, como la notificacin de eventos mdicos adversos o la acreditacin de hospitales. Desde 2004, el Departamento de Prevencin de Eventos Adversos del JCQHC recopila y analiza sistemticamente datos sobre eventos mdicos adversos. El objetivo general es promover la seguridad del paciente compartiendo informacin con instituciones mdicas y usuarios. Para ello, se emiten informes trimestrales y anuales sobre eventos mdicos adversos, se organizan talleres y se publican advertencias o guas.",3
"Por ejemplo, en los pases de la OCDE, ocho de cada diez estudiantes informan que sus maestros les dicen lo que tienen que aprender en cada leccin, y siete de cada diez estudiantes tienen maestros que hacen preguntas en cada leccin para verificar que los estudiantes entienden lo que estn aprendiendo. . Sin embargo, segn los estudiantes, esta prctica se usa solo ocasionalmente, ya que menos de uno de cada tres estudiantes en los pases de la OCDE informa que sus maestros usan esta prctica con frecuencia en sus lecciones. La Figura 3.4 muestra la frecuencia informada de las estrategias de enseanza de matemticas tanto dirigidas por el maestro como orientadas por el alumno.",4
"Una mayor participacin laboral femenina, en particular en trabajos de tiempo completo, aumenta los ingresos familiares y mejora las perspectivas de carrera para las mujeres. Mayores ingresos para las mujeres fomentan su independencia financiera, reducen los riesgos de pobreza individual, familiar e infantil, mejoran la resiliencia frente a perturbaciones financieras adversas y aumentan los derechos de jubilacin y la riqueza. El modelo se basa en un marco de contabilidad del crecimiento que permite ajustes en los parmetros estructurales que reflejan cambios en el equilibrio entre la vida laboral y personal entre mujeres y hombres, a saber, la transicin hacia un modelo ms equilibrado de doble ingreso y doble cuidador (Recuadro 2.2). Los resultados sugieren que es probable que el empleo a tiempo completo de las mujeres se beneficie ms del gasto en licencias y subsidios por nacimiento, el gasto en servicios de cuidado infantil en general y el aumento en la cobertura de instalaciones formales de cuidado infantil para nios de 0 a 2 aos en particular.",5
"Por ejemplo, las descripciones de competencias para los profesionales de la escuela (en relacin con las cuales sern evaluados) y los indicadores de calidad para la evaluacin de la escuela deben reflejar los objetivos de aprendizaje que el sistema escolar pretende alcanzar. Esto tambin implica garantizar que el marco de evaluacin y evaluacin capture una amplia gama de objetivos de aprendizaje de los estudiantes. Con este fin, sera til iniciar la investigacin y el desarrollo para fortalecer la gama de instrumentos disponibles para evaluar, por ejemplo, las competencias ms amplias de los estudiantes, como la resolucin de problemas, el razonamiento y la comunicacin (Captulo 3). Es ms probable que los individuos y los grupos acepten los cambios si entienden las razones de estos cambios y pueden ver el papel que deben desempear dentro de la estrategia nacional general.",4
"Estrategias de igualdad de gnero en los pases MENA (cont.) Ver Estrategia Nacional para Combatir la Violencia contra las Mujeres 2011-2019 MOWA. Egipto, Marruecos, Tnez, Autoridad Palestina, Estableciendo responsabilidades claras en todo el gobierno - Baluain, Egipto, Marruecos, Autoridad Palestina. Como tal, un componente de abajo hacia arriba en el desarrollo del plan garantizara la participacin de mujeres y hombres de todo el pas.",5
"Por ejemplo, los aprendizajes pueden actuar como un medio para mejorar la integracin de los refugiados y otros grupos desfavorecidos en los mercados laborales locales. Implican una combinacin de aprendizaje terico en el aula y capacitacin en el trabajo, lo que generalmente conduce a una certificacin formal, que otorga al individuo el estatus de ""jornalero"". Sin embargo, los sistemas de aprendizaje y sus marcos de gobernanza estn integrados en los sistemas nacionales y regionales especficos de educacin, mercado laboral y relaciones industriales de cada pas de la OCDE.",5
"Por ejemplo, si los jvenes no logran adquirir habilidades bsicas slidas (Reto 1), corren un mayor riesgo de abandonar la escuela (Reto 2), depender de los beneficios sociales (Reto 4) y tener malos resultados en el mercado laboral (Reto 5) . Incluso cuando encuentran un trabajo, su falta de habilidades bsicas puede disuadir a sus empleadores de invertir en su capacitacin (Desafo 7). En resumen, ningn desafo de habilidades existe de forma aislada: cada uno se ve afectado e impacta a otros dentro y entre los tres pilares.",4
"Por ejemplo, la brecha de gnero generalizada en las disciplinas STEM puede ser particularmente relevante para el emprendimiento innovador.5 Adems, los emprendedores experimentados tienen ms probabilidades de tener xito en sus prximas empresas que los emprendedores primerizos (Gompers et al., Mecanismos adicionales que pueden contribuir a la las diferencias observadas en la financiacin pueden incluir diferencias de gnero en la formacin de redes u otras diferencias innatas entre mujeres y hombres (es decir, preferencias de riesgo, aptitud para la negociacin, etc.). Si bien es imposible controlar todas las habilidades innatas y preferencias individuales, los anlisis presentados en Esta seccin permite desentraar algunos mecanismos importantes, incluida la propensin a tener un ttulo en STEM y experiencia profesional anterior, que pueden impulsar la brecha de gnero.",5
"Recientes iniciativas de poltica continan enfatizando el papel primordial de las escuelas en sus propios procesos de evaluacin y mejora. El programa Las escuelas tienen la iniciativa (School aan Zet) enfatiza an ms el papel de liderazgo de las escuelas en la determinacin de las estrategias de mejora. Como dijeron algunas de las partes interesadas entrevistadas por el equipo de revisin de la OCDE, la idea es que siempre haya un Plan B en caso de que los propios mecanismos de garanta de calidad de una escuela no funcionen de manera satisfactoria.",5
"Segn datos de la Comisin Econmica para Amrica Latina y el Caribe (CEPAL) basados en encuestas de uso del tiempo, las mujeres realizan entre el 71% y el 86% de todo el trabajo no remunerado que necesitan los hogares (CEPAL, 2016b, p. 62). Adems, entre el 12% y el 66% de las mujeres entre 20 y 59 aos en Uruguay y El Salvador, respectivamente, estn fuera del mercado laboral por motivos familiares (CEPAL, 2016b, p. 60). En primer lugar, quienes requieren cuidado deben recibirlo a travs de servicios de calidad, el acceso al cuidado en el mercado no debe intensificar la pobreza en el hogar y el trabajo de cuidado no debe crear barreras para la educacin y el empleo en igualdad de condiciones entre hombres y mujeres.",5
"Redes de pares tenc Los pocos sistemas de Amrica Latina y Medio Oriente escala. La tabla indica dnde, entre todos los docentes, un determinado docente se beneficiara de una sola mejor prctica, en comparacin con aquellos que se benefician de cinco o diez tan importantes. La Tabla 2.1 muestra el puntaje de un docente en la profesionalidad docente que se espera que clasifique si se benefici de las prcticas que la OCDE identifica o se encuentra entre el tercio inferior de todas las profesiones y entornos laborales.",4
"Sin embargo, en varios pases, los requisitos de cuotas que estn respaldados por mecanismos de implementacin efectivos, salvaguardias y estructuras slidas de rendicin de cuentas han ayudado a impulsar la representacin de las mujeres en los ltimos aos. Como mecanismos de supervisin, los comits parlamentarios pueden beneficiarse an ms de la expansin de su experiencia en gnero para hacer que el gobierno rinda cuentas por el logro de los objetivos nacionales de igualdad de gnero. Se utilizaron con menos frecuencia los mecanismos que analizan los presupuestos y los gastos desde una perspectiva de gnero. El parlamento es responsable de implementar estas medidas, y los tribunales son responsables de la supervisin.",5
"Mientras que la tasa de recuento multidimensional de los hombres en 2011-2012 fue de 0,40, en el caso de las mujeres fue de 0,68 (Cuadro 11-21). El ndice de Alkire y Foster de las mujeres fue de 0,28 frente a 0,10 de los hombres. Por lo tanto, el ndice de sesgo de gnero lleg a 3,0, lo que indica que las mujeres tienen tres veces ms privaciones que los hombres. Tambin ha habido cambios estructurales en la poblacin, incluida una mejor proporcin de sexos, tasas de natalidad reducidas, un aumento en la edad promedio para contraer matrimonio, una mayor longevidad y un envejecimiento progresivo de la poblacin.",5
"La mayora de las trabajadoras rurales estn empleadas en la agricultura tradicional. Las mujeres que trabajan por cuenta propia tienen ms probabilidades que los hombres de ser clasificadas como trabajadoras familiares en lugar de trabajadoras por cuenta propia. Las mujeres y las nias siguen teniendo un nivel educativo significativamente limitado, lo que contribuye a la segregacin ocupacional. Estas brechas se explican en gran medida por las diferencias en las variables de capital humano, como la educacin, la formacin y la experiencia.",5
"En el Grupo de pases 2 (""Comportamiento femenino polarizado en el mercado laboral""), donde las madres trabajan a tiempo completo o no trabajan, la probabilidad de trabajar a tiempo completo en lugar de a tiempo parcial aumenta solo cuando el hijo menor tiene entre 6 y 10 aos. Y en pases donde las madres suelen trabajar a tiempo parcial (""Mujeres con trabajo a tiempo parcial a largo plazo"", Grupo de pases 1), la probabilidad de trabajar a tiempo completo aumenta solo cuando el hijo menor tiene entre 11 y 15 aos. como tambin es el caso en pases con una brecha de gnero relativamente estrecha en las horas de trabajo (por ejemplo, Francia y los Pases Nrdicos, Grupo de pases 4). En los pases de Europa del Este (Grupo de pases 3), el nmero de nios en un hogar no parece tener un impacto significativo en la probabilidad de que una madre empleada trabaje a tiempo completo en lugar de a tiempo parcial.",5
"Los hombres tambin pueden tratar de mantener el control sobre cunto estn dispuestos a cambiar y bajo qu condiciones, conservando as las jerarquas de poder de gnero y reduciendo su responsabilidad ante las necesidades y deseos de las mujeres (Pierotti, Lake y Lewis, 2018). Si bien ninguna intervencin puede cambiar la totalidad de una sociedad, existe la necesidad de trabajar no solo con los individuos sino tambin con las redes sociales que habitan, ya sean familias o compaeros. En cuanto a la prevencin de la violencia de gnero, especialmente la VPI y la violencia domstica, las parejas de los hombres y la familia en general tambin deben participar.",5
"Todos los pases deben hacer del acceso a la atencin bsica de la salud y la promocin de la salud las estrategias centrales para reducir la mortalidad y la morbilidad. Se deben asignar recursos suficientes para que los servicios primarios de salud alcancen la cobertura total de la poblacin. Los gobiernos deben fortalecer las actividades de informacin, educacin y comunicacin sobre salud y nutricin para permitir que las personas aumenten su control sobre su salud y la mejoren.",3
"Por ejemplo, la evidencia muestra que una distribucin ms equitativa de la propiedad dentro de la familia puede tener una variedad de beneficios, como aumentar la participacin femenina en la fuerza laboral y mejorar la educacin de las nias. Por ejemplo, cuando las familias tienen pocos recursos, los nios pueden verse obligados a trabajar en lugar de ir a la escuela y las nias pueden verse obligadas a casarse o se les puede negar la educacin porque sus familias no pueden pagarla. Por ejemplo, el derecho igualitario de mujeres y hombres a decidir libremente el nmero y espaciamiento de sus hijos (p. ej., art. Tambin exige garantizar que mujeres y hombres tengan los mismos derechos para tomar decisiones relativas a la reproduccin libres de discriminacin, coercin y violencia.",5
"Estos estn dando sus frutos en el sector de la salud, donde la infraestructura de maternidad se integrar en todos los nuevos establecimientos de salud a nivel distrital o rural. Es un punto de entrada para garantizar que el gasto pblico sea sensible al gnero y beneficie a mujeres y hombres por igual. De los 36 pases que informaron sobre el indicador, 12 cuentan con sistemas para rastrear y hacer pblicas las asignaciones para la igualdad de gnero (PNUD-OCDE, 2014). Cuatro pases adicionales tienen un sistema de seguimiento, pero las asignaciones no se hacen pblicas.",5
"Revel que Ofsted tiene poco control directo sobre este objetivo, excepto en lo que respecta a las disposiciones legales para identificar y monitorear las escuelas y el control regulatorio del cuidado infantil. Los hallazgos indican que los proveedores bien administrados y aquellos que causan preocupacin son los ms propensos a beneficiarse de las inspecciones. Este estudio proporciona una mirada ms detallada a la calidad de los entornos de la primera infancia en Inglaterra (Reino Unido).",3
"Se analiza la necesidad de desarrollar competencias para hacer frente a la escasez actual y prevista en áreas emergentes, as como los modos y mecanismos de compromiso de estas instituciones para promover el desarrollo regional. El captulo también explora las condiciones previas necesarias para promover con éxito el compromiso local en relación con estas instituciones. Concluye con recomendaciones para los organismos nacionales y subnacionales, as como para las propias instituciones de enseanza superior. ",5
"Se necesita una planificacin y protocolos cuidadosos para garantizar que las preguntas se formulen de manera adecuada y que las mujeres se sientan seguras de responder con honestidad. En su lugar, los pases deberan recopilar regularmente sus propios datos para que sirvan como lnea de base para medir el progreso. Para los pases que han realizado mltiples oleadas de encuestas con preguntas sobre acoso sexual y/o violencia contra las mujeres, es posible observar cambios a lo largo del tiempo.",5
"Publica un informe de gnero que resume todos los programas y acciones en materia de igualdad de gnero, como el Plan de Accin para la Integracin del Enfoque de Gnero en las Polticas Rurales. Varios ministerios han elaborado estrategias especficas para cada ministerio en el marco de esta nueva estrategia general de gnero. Ms tarde estuvo bajo la revisin del Ministerio de Planificacin y Desarrollo Administrativo (MoPAD).",5
"Sin embargo, por convencin se registran en HC.5 cuando los consumidores los adquieren de vendedores minoristas, porque no se suele identificar el propsito. Esto incluye preparados medicinales, medicamentos de marca y genricos, frmacos, medicamentos de patente, sueros y vacunas, y anticonceptivos orales. Los lquidos necesarios para la dilisis, as como los gases utilizados en la atencin de la salud, como el oxgeno, tambin deben incluirse cuando el paciente o sus familiares los adquieran directamente.",3
"En Luxemburgo, Mxico y los Pases Bajos, la brecha de gnero a favor de los hombres se redujo porque los nios tuvieron un desempeo ms bajo, mientras que las nias se mantuvieron estables. Sin embargo, las comparaciones entre el desempeo de los estudiantes de 15 aos en el PISA de la OCDE en 2003 y el desempeo de aproximadamente la misma cohorte de nacimiento alrededor de los 24 aos en la Encuesta de Competencias de Adultos (PIAAC, por sus siglas en ingls) de la OCDE de 2012 sugiere que las brechas de gnero en matemticas a veces ampliar a medida que los adolescentes pasan a la edad adulta (Figura 6.3). Entre los pases de la OCDE con datos disponibles, la brecha de gnero promedio estandarizada es de 0,12 puntos a la edad de 15 aos y de 0,18 puntos alrededor de los 24 aos, todava pequea. Sin embargo, en Canad, Austria y Noruega, la brecha de gnero estandarizada entre los que tienen alrededor de 24 aos es superior a 0,3 puntos, y en Finlandia y Estados Unidos es superior a 0,5 puntos (Grfico 6.3).",5
"Se estn realizando esfuerzos integrales para aumentar el atractivo de la EFP, incluidos cambios en la gobernanza de las escuelas de EFP que fortalecern la participacin de la comunidad y la colaboracin empresarial, mejoras en la fuerza laboral de capacitacin vocacional a travs de la educacin profesional continua, inversiones a gran escala en una red nacional de centros de capacitacin prctica sectorial que proporcionar instalaciones de ltima generacin para la formacin profesional, informacin mejorada sobre los resultados del mercado laboral a travs de un nuevo sistema de informacin de recursos humanos y esfuerzos para aclarar la base legal de los aprendizajes y proporcionar subsidios a los empleadores, para que los empleadores puedan crear ms oportunidades de aprendizaje. La evidencia preliminar sugiere pocos avances para aumentar el atractivo de la EFP para estudiantes o empleadores. Implementar el sistema de seguimiento de recursos humanos recientemente autorizado y utilizarlo para proporcionar evidencia de los beneficios de VET a los futuros estudiantes. Aumentar la capacidad escolar y los incentivos para la formacin de aprendices, y aclarar el alcance de los incentivos de los empleadores para la creacin de contratos de aprendizaje.",5
"Se han agrupado segn las diferentes opciones polticas y su alcance. Casi uno de cada cinco estudiantes de 15 aos en los pases de la OCDE no alcanza un nivel mnimo de habilidades para funcionar en la sociedad actual, y existen grandes diferencias de rendimiento entre estudiantes de diferentes entornos socioeconmicos. Los pases han adoptado diferentes opciones de polticas para responder a sus desafos de equidad.",5
"Hacer que los beneficios del registro sean ms visibles y sustanciales. Se necesitaron extracciones de datos originales ya que los conjuntos de datos disponibles (por ejemplo, las estadsticas de la fuerza laboral publicadas por la OCDE y la OIT) no brindan informacin distinta sobre los trabajadores por cuenta propia con y sin empleados. Esta desagregacin es muy relevante porque las diferencias de gnero son generalmente ms marcadas para la clase de empresarios con empleados asalariados (autnomos con empleados o empleadores). Tanto los empleadores femeninos como masculinos no incorporados y incorporados se incluyen en la Figura 22.1 cuando la informacin est disponible.",5
"Esto implica que el tiempo de las mujeres en el mercado laboral se ve afectado negativamente por las responsabilidades del cuidado de los hijos, mientras que es ms probable que los maridos pasen ms tiempo en el lugar de trabajo. La presencia de padres mayores, por otro lado, disminuye la participacin de las esposas en el hogar, lo que sugiere que es probable que ayuden en algunas tareas domsticas. Su efecto negativo sobre la participacin de los maridos en el mercado de trabajo puede explicarse por la prctica cultural de que los padres mayores vivan con las familias de sus hijos y, por lo tanto, el incentivo para que los maridos pasen ms tiempo en casa.",5
"Indican que ha habido una mejora constante en la prescripcin. El grupo brinda asesoramiento sobre evidencia clnica y rentabilidad, considerando tecnologas nuevas y existentes. El grupo tambin trabaja en estrecha colaboracin con la Junta de Asociacin de Innovacin en Salud para optimizar el camino hacia las nuevas innovaciones en salud. Su resumen piloto de tecnologa mdica innovadora (IMTO), por ejemplo, toma semanas en lugar de aos para evaluar una nueva tecnologa. Proporciona informacin temprana sobre la naturaleza, el presupuesto potencial y el impacto en el servicio de las tecnologas sanitarias en desarrollo. La NFP est representada por las 22 juntas del NHS y el gobierno escocs, as como por otras partes interesadas.",3
"Las asociaciones de mujeres empresarias existen en casi todos los pases MENA y brindan algn tipo de apoyo comercial (tutora, ferias comerciales, seminarios) a pesar de sus limitados recursos financieros, humanos y tcnicos. Proporcionan una gran cantidad de informacin sobre las limitaciones comerciales y las necesidades de apoyo de sus miembros, pero su papel de promocin de polticas a menudo es limitado porque estn excluidos del dilogo sobre polticas nacionales. El WBF es una red interregional de representantes gubernamentales, del sector privado y de la sociedad civil que trabaja con los gobiernos para mejorar las polticas y la legislacin que impactan en la integracin econmica de las mujeres. Tambin trabaja con empresas, ONG y el mundo acadmico para facilitar el intercambio de experiencias y buenas prcticas para brindar apoyo concreto a las mujeres empresarias.",5
"Las tasas de fecundidad ms bajas reducen la carga de trabajo no remunerado de las mujeres y facilitan su mayor participacin en la fuerza laboral. Adems, a medida que disminuyen las tasas de fecundidad, la poblacin en edad de trabajar crece a un ritmo ms rpido que la poblacin general, lo que reduce la tasa de dependencia y ayuda a impulsar los ahorros y las inversiones (incluidas las inversiones en los nios), con efectos positivos en el crecimiento per cpita. -llamado regalo demográfico. Reducir la brecha de gnero en el empleo tambin genera externalidades positivas.",5
"La legislacin aprobada en junio de 2017 allana el camino para establecer un sistema nacional de salud con cobertura universal para 2020, lo que tendr profundos efectos en la forma en que se financia y organiza la atencin. Un 80% de la poblacin reporta gozar de buena salud, aunque existen notables desigualdades socioeconmicas. El aumento de la esperanza de vida se debe principalmente a un menor nmero de muertes por enfermedades cardiovasculares, aunque siguen siendo la principal causa de muerte.",3
"La migracin masiva de poblacin a Ulaanbaatar genera dificultades para que la ciudad acomode a esta poblacin y conduce a la formacin de distritos ger en los alrededores de la ciudad. Las condiciones sanitarias, ambientales y sociales degradadas son ms propensas al desarrollo de enfermedades. La proporcin de la poblacin de 5 a 14 aos alcanz el 17,4 % a fines de 2016, en comparacin con el 26,3 % a fines de 1997.",5
"Se han introducido estndares para que los proveedores aseguren un nivel mnimo de calidad y un nuevo currculo establecer por primera vez objetivos educativos para nios menores de 4 aos. Tambin se estn desarrollando importantes herramientas de planificacin, como un identificador nico de nio y una base de datos georreferenciada para centros de atencin, para orientar mejor los servicios hacia los ms necesitados. Sin embargo, Costa Rica est muy rezagada con respecto a la mayora de los pases de la OCDE y muchos pases de Amrica Latina en trminos de acceso, calidad y equidad de la provisin para la primera infancia.",5
"El uso de dichos datos por parte de la OCDE es sin perjuicio del estado de los Altos del Goln, Jerusaln Este y los asentamientos israeles en Cisjordania segn los trminos del derecho internacional. Cerrar esta brecha generara mejoras en el bienestar de las mujeres individuales y de la sociedad en su conjunto. Esta opinin est respaldada por muchos estudios basados en muestras pequeas y respuestas autoinformadas (OCDE/CE, 2017). Sin embargo, Saridakis et al. (Tales diferencias pueden explicarse en parte por diferentes motivaciones y los diferentes sectores en los que operan las mujeres empresarias.",5
"Sin embargo, es esencial garantizar mandatos claros y poderosos, recursos suficientes y liderazgo poltico para que estas instituciones coloquen las consideraciones de gnero de manera efectiva en la parte superior de la agenda poltica. Alrededor de la mitad de los pases de la OCDE tambin se ocupan de cuestiones de gnero como parte de las carteras ms amplias de los ministerios (por ejemplo, la Repblica Checa, Finlandia, Alemania, Grecia, Irlanda, Noruega, la Repblica Eslovaca, Espaa, Suecia y Suiza). En Argelia, una institucin principal de gnero centralizada administrativamente se coordina con secciones geogrficamente descentralizadas. A nivel local, existen oficinas de secciones sociales en cada wilaya (provincia) de Argelia con el fin de mejorar la situacin de las familias y las mujeres.",5
"Las medidas para empoderar a las mujeres tambin deben llegar a las nuevas generaciones de mujeres de las que se espera que desempeen un papel poltico ms importante. Como seal la jefa de una agencia de cooperacin europea, ""una mayor participacin de las mujeres en el desarrollo de polticas del sector agrcola, comercial y financiero, y una mayor participacin en el diseo de polticas de desarrollo econmico local ayudaran a garantizar un mejor acceso de las mujeres a los medios de produccin"". , mercados, finanzas y conexiones polticas que ayudaran a desarrollar sus negocios (Entrevista 3, 2018). Para la directora de una organizacin regional africana, la paridad en esta rea implica ""La introduccin de mdulos sobre liderazgo en cursos escolares y universitarios y un aumento en la conciencia de los lderes de opinin sobre el papel poltico que pueden desempear las mujeres y las limitaciones que enfrentan"" ( Entrevista 31, 2018).",5
"Esto est frecuentemente relacionado con el matrimonio precoz, la maternidad y otras responsabilidades de cuidado. Incluso cuando ingresan al mercado laboral, es ms probable que las mujeres se vean confinadas a los trabajos ms vulnerables, con frecuencia en el sector informal. Esto sugiere que abordar las barreras que limitan el acceso de las nias y las mujeres a la educacin y las oportunidades de empleo probablemente tendra efectos positivos, entre otros, tambin en la reduccin de la brecha de gnero en la educacin financiera, mejorando as el empoderamiento financiero de las mujeres. y bienestar",5
"La seguridad del paciente tambin se implementa a travs de mecanismos de acreditacin, pero la cultura de seguridad del paciente y la implementacin de polticas de seguridad varan. Estos son a menudo iniciados por la Asociacin Danesa de Seguridad del Paciente. Se han establecido cuatro programas importantes para garantizar la seguridad del paciente: el Estudio Dans de Eventos Adversos en 2001, la Sociedad Danesa para la Seguridad del Paciente (DSFP), el Programa Dans de Hospitales Ms Seguros y el Sistema Nacional de notificacin de eventos adversos.",3
"A medida que la comunidad mundial define los Objetivos de Desarrollo Sostenible (ODS) para la era posterior a 2015, hace un balance y extrae lecciones de las experiencias polticas en todo el mundo para trazar una agenda de accin con visin de futuro. Este Informe se basa en experiencias, evidencia y anlisis de diversos contextos nacionales y regionales para responder a esta pregunta. Revisa los logros de las mujeres en la obtencin de la igualdad ante la ley, el acceso a la educacin y otros servicios sociales, en el aumento de su visibilidad como actores polticos, en la participacin en el trabajo remunerado y sus beneficios, y en un mayor reconocimiento pblico de la escala y la gravedad de la violencia que sufren. experiencia. Pero tambin pregunta por qu el progreso para garantizar el disfrute prctico de una variedad de derechos econmicos y sociales por parte de las mujeres ha sido tan lento y desigual entre pases y entre grupos sociales.",5
"Se informan a nivel de escuela, se comparan con los promedios nacionales y municipales y se ajustan por las caractersticas de los estudiantes, para la gestin y mejora de la escuela. Existe un amplio margen para mejorar el uso de los recursos de evaluacin bien desarrollados de Lituania, incluido el uso ampliado por parte de los directores y maestros escolares con el fin de mejorar la gestin escolar y las prcticas de instruccin, y por parte de las autoridades fuera de las escuelas que son responsables de la evaluacin externa. seguro de calidad. Lituania ha establecido una participacin universal efectiva en una evaluacin nacional basada en criterios en los grados 4, 6 y 8. Ahora debe concluir su uso de la Encuesta Nacional de Rendimiento Estudiantil, incorporando a su sistema de evaluacin aquellos componentes de la Encuesta Nacional, como como cuestionarios para docentes y alumnos, que brindan informacin que los docentes, los directores de escuela y otras partes interesadas consideran valiosa.",4
"La flexibilidad de las garantas es un elemento importante para las mujeres, porque los bienes, en particular la tierra, son tradicionalmente propiedad de los hombres. En 2007, el banco comercial Development Finance Company of Uganda, junto con la IFC y la Asociacin de Mujeres Empresarias de Uganda, lanzaron el Programa de Mujeres Empresarias. Su enfoque especial en las PYME proporciona prstamos a mujeres empresarias sin requerir tierras como garanta"".",5
"Se puede acceder al texto de esta recomendacin en htln://www.un.org/womenwatch/daw/cedaw/recommendations/General%20recommendalion%2025%20(English).ndf. La proporcin de mujeres en los parlamentos de la regin rabe ha aumentado en general desde 1995 (Cuadro 2). Ha alcanzado ms del 25 por ciento en Argelia, Irak, Mauritania, Sudn y Tnez, mostrando un aumento significativo despus de la adopcin de cuotas de gnero en estos pases. Sin embargo, siguen existiendo grandes disparidades en la participacin de las mujeres en toda la regin, y la presencia de mujeres en el parlamento es casi nula en al menos siete pases (Comoras, Egipto, Kuwait, Lbano, Omn, Qatar y Yemen).",5
"""No especialista"" incluye mdico general, farmacutico, enfermero, trabajador social u ""alguien ms"".  Cualquier tratamiento incluye tratamiento por especialista o no especialista. Este resultado se aplica a la proporcin que busc algn tratamiento, independientemente del proveedor especfico, as como a la proporcin que busc ayuda de especialistas en salud mental (p. ej., psiquiatras).",3
"En primer lugar, las remesas y otros beneficios para el hogar y la comunidad hacen que los beneficios de la emigracin femenina sean ms evidentes, lo que a su vez crea incentivos para aumentar la capacidad de las mujeres para migrar mediante la mejora del acceso de las mujeres a las oportunidades, los recursos y el poder. Por ejemplo, las mujeres que envan remesas ganan ms respeto dentro de su familia y comunidad (Jolly y Reeves, 2005). Adems, es menos probable que los padres que dependen de las remesas de sus hijas las obliguen a regresar a casa para casarse (Temin et al.,",5
"Pero el hecho es que son principalmente las mujeres las que se aprovechan de las polticas favorables a la familia, como los arreglos laborales flexibles, lo que perpeta la idea de que las responsabilidades familiares son un asunto de mujeres. Si las mujeres son buenas para los negocios, por qu tan pocas llegan a la cima y por qu tantas simplemente dejan de intentarlo? El teletrabajo y el trabajo a tiempo parcial o temporal pueden parecer atractivos a corto plazo como formas de hacer malabarismos con el trabajo y los compromisos familiares, pero la eleccin puede resultar costosa a largo plazo, no solo en trminos de salario, sino tambin de pensiones y seguridad laboral. Las prcticas laborales favorables a la familia pueden facilitar la combinacin del trabajo y la vida familiar, pero solo si tanto hombres como mujeres las aprovechan. Sin embargo, los empleadores facilitan que hombres y mujeres compartan las responsabilidades domsticas y familiares fuera del lugar de trabajo?",5
"Se lanz un piloto en 2005-07 en los sectores de la moda y la mecnica automotriz (pero sin una evaluacin formal de los resultados) (Ministerio de Formacin Profesional y Empleo, 2012). Adems, apoya la inclusin social, al permitir que los adultos con educacin formal limitada obtengan el reconocimiento de las competencias adquiridas mientras trabajaban, ayudndolos as a avanzar en sus carreras. Finalmente, tambin funciona como una herramienta para premiar el aprendizaje y las habilidades, ambos adquiridos en entornos informales.",4
"El desarrollo de las estadsticas de gnero debe concretarse dentro del marco legal de los sistemas estadsticos oficiales (Naciones Unidas, 2006). De crucial importancia para mejorar la disponibilidad de estadsticas de gnero es la especificacin de requisitos formales para el desglose por sexo y la incorporacin de una perspectiva de gnero dentro de la legislacin estadstica nacional que regula la produccin y difusin de estadsticas oficiales. Con el fin de ampliar la gama de informacin disponible para el anlisis de gnero, es necesario establecer requisitos no solo para las estadsticas ya recopiladas oficialmente por la oficina nacional de estadstica, sino tambin para otras fuentes de datos, en particular los datos administrativos recopilados y difundidos por otros organismos gubernamentales. y por organizaciones de los sectores pblico y privado (Naciones Unidas, 2006).",5
"Las reformas laborales, la legislacin para combatir la violencia contra las mujeres y las leyes de igualdad y no discriminacin son ejemplos de resultados concretos facilitados a travs del trabajo de las instituciones nacionales de gnero (Johan, 2010). En la regin MENA, por ejemplo, las instituciones de gnero en Egipto presionaron al Parlamento para que cambiara las leyes de nacionalidad, las leyes de pensin, la ley de exencin de impuestos1, la ley de fondo de pensin alimenticia y la ley de familia. En Jordania, la edad legal para contraer matrimonio se elev mediante reformas legales apoyadas por las instituciones nacionales de gnero (Ibd.).",5
"El gasto farmacutico puede reducirse haciendo un uso ms eficaz de las prcticas de contratacin pblica y fomentando la prescripcin de genricos. Hungra informa entre las tasas de mortalidad ms altas tanto para los cnceres prevenibles (p. ej., cncer de pulmn) como para los cnceres tratables (p. ej., cncer de mama, de cuello uterino y de colon). Existen programas nacionales para promover la deteccin peridica del cncer de mama y de cuello uterino, pero las tasas de deteccin entre las mujeres del grupo de edad objetivo siguen siendo bajas.",3
"Las formas dainas de alcohol son motivo de preocupacin para los gobiernos y los empleadores privados, ya que pueden tener un impacto negativo en el empleo y los salarios, y reducir la productividad en el trabajo. De hecho, se ha demostrado que el abuso del alcohol tiene resultados negativos en el mercado laboral, aunque con algunos resultados mixtos segn los patrones de bebida y el gnero (consulte la Seccin 5). Por lo tanto, la prevencin del uso nocivo del alcohol y las enfermedades crnicas relacionadas puede conducir a ganancias sustanciales en la produccin econmica a travs de una fuerza laboral ms sana y activa. Los hallazgos presentados en este informe no estn exentos de limitaciones.",5
